,path,labels,hog_features
64,/content/vehicle-detection-image-set/data/non-vehicles/extra1886.png,0.0,[0.13541561 0.13487657 0.15046946 ... 0.10927072 0.08939973 0.        ]
65,/content/vehicle-detection-image-set/data/vehicles/2975.png,1.0,[0.03880453 0.         0.04767431 ... 0.0448045  0.10180917 0.06525744]
66,/content/vehicle-detection-image-set/data/vehicles/middle (237).png,1.0,[0.03909061 0.06390284 0.17909383 ... 0.04083148 0.0329804  0.0426723 ]
67,/content/vehicle-detection-image-set/data/non-vehicles/image801.png,0.0,[0.07541769 0.03785632 0.09209942 ... 0.02674009 0.         0.04176935]
68,/content/vehicle-detection-image-set/data/non-vehicles/image89.png,0.0,[0.04085707 0.         0.05328601 ... 0.07681465 0.         0.        ]
69,/content/vehicle-detection-image-set/data/non-vehicles/extra22.png,0.0,[0.18407387 0.15107228 0.13085609 ... 0.25187646 0.18510676 0.01809433]
70,/content/vehicle-detection-image-set/data/non-vehicles/extra4373.png,0.0,[0.01390683 0.01243865 0.07101988 ... 0.13653984 0.02883835 0.1322156 ]
71,/content/vehicle-detection-image-set/data/vehicles/2571.png,1.0,[0.01288053 0.01291858 0.02261863 ... 0.01575012 0.00622578 0.        ]
72,/content/vehicle-detection-image-set/data/vehicles/2108.png,1.0,[0.06358023 0.01202702 0.01472456 ... 0.03127116 0.08273752 0.03141506]
73,/content/vehicle-detection-image-set/data/vehicles/middle (144).png,1.0,[0.28479076 0.00584558 0.03586726 ... 0.02682296 0.01975064 0.        ]
74,/content/vehicle-detection-image-set/data/non-vehicles/image3443.png,0.0,[0.11576717 0.01078597 0.         ... 0.1513483  0.0950902  0.02816525]
75,/content/vehicle-detection-image-set/data/vehicles/far (828).png,1.0,[0.28737302 0.0284635  0.12523324 ... 0.05240877 0.04003595 0.04241843]
76,/content/vehicle-detection-image-set/data/non-vehicles/extra3215.png,0.0,[0.01415087 0.00364441 0.02674898 ... 0.10905872 0.0551173  0.13565729]
77,/content/vehicle-detection-image-set/data/vehicles/middle (341).png,1.0,[0.19828209 0.27069438 0.27069438 ... 0.09517175 0.07799749 0.29758874]
78,/content/vehicle-detection-image-set/data/vehicles/1325.png,1.0,[0.27286358 0.08380765 0.01279719 ... 0.00411455 0.0055964  0.00331726]
79,/content/vehicle-detection-image-set/data/non-vehicles/image3698.png,0.0,[0.03749391 0.00322457 0.02400707 ... 0.33144451 0.0389258  0.01858622]
80,/content/vehicle-detection-image-set/data/non-vehicles/extra3771.png,0.0,[0.10452631 0.32570522 0.17796274 ... 0.00944782 0.01197252 0.        ]
81,/content/vehicle-detection-image-set/data/vehicles/5943.png,1.0,[0.06264177 0.00822745 0.01849206 ... 0.02838115 0.10728771 0.28387696]
82,/content/vehicle-detection-image-set/data/vehicles/2227.png,1.0,[0.26448995 0.24453716 0.1328174  ... 0.08276806 0.02712699 0.11961826]
83,/content/vehicle-detection-image-set/data/non-vehicles/image970.png,0.0,[0.03797867 0.05661526 0.08951658 ... 0.         0.         0.        ]
84,/content/vehicle-detection-image-set/data/vehicles/far (326).png,1.0,[0.11772899 0.01295231 0.01858924 ... 0.09429717 0.10774996 0.29864984]
85,/content/vehicle-detection-image-set/data/non-vehicles/image2219.png,0.0,[0.12254911 0.03370197 0.06063852 ... 0.10839864 0.08326542 0.15328378]
86,/content/vehicle-detection-image-set/data/non-vehicles/extra5182.png,0.0,[0.22480683 0.1310679  0.23429206 ... 0.05374738 0.         0.        ]
87,/content/vehicle-detection-image-set/data/non-vehicles/extra4515.png,0.0,[0.22808298 0.17984931 0.22808298 ... 0.04845489 0.         0.00449597]
88,/content/vehicle-detection-image-set/data/vehicles/far (411).png,1.0,[0.29489316 0.09651744 0.01830516 ... 0.04617752 0.00552033 0.08214849]
89,/content/vehicle-detection-image-set/data/vehicles/4646.png,1.0,[0.25343342 0.25343342 0.01524519 ... 0.02321779 0.04451245 0.04961828]
90,/content/vehicle-detection-image-set/data/vehicles/1277.png,1.0,[0.19922005 0.02565288 0.0872418  ... 0.         0.10760776 0.16724272]
91,/content/vehicle-detection-image-set/data/non-vehicles/extra5173.png,0.0,[0.04055047 0.03764696 0.01798519 ... 0.01911846 0.03790368 0.0215781 ]
92,/content/vehicle-detection-image-set/data/vehicles/1695.png,1.0,[0.14924682 0.09945533 0.14106785 ... 0.0052817  0.00452902 0.00730282]
93,/content/vehicle-detection-image-set/data/non-vehicles/extra1122.png,0.0,[0.26237404 0.03409157 0.1302007  ... 0.24990212 0.1899104  0.        ]
94,/content/vehicle-detection-image-set/data/vehicles/far (384).png,1.0,[0.16685051 0.00419201 0.07476236 ... 0.00828901 0.         0.        ]
95,/content/vehicle-detection-image-set/data/non-vehicles/image1452.png,0.0,[0.03471956 0.01185271 0.04851187 ... 0.08686627 0.07079239 0.        ]
96,/content/vehicle-detection-image-set/data/vehicles/right (394).png,1.0,[0.11882959 0.0272513  0.03336591 ... 0.13202331 0.03967945 0.02147991]
97,/content/vehicle-detection-image-set/data/vehicles/4862.png,1.0,[0.06576216 0.01967411 0.01783681 ... 0.127141   0.         0.        ]
98,/content/vehicle-detection-image-set/data/non-vehicles/extra1383.png,0.0,[0.14168093 0.03389697 0.03823738 ... 0.05076982 0.10955115 0.06295601]
99,/content/vehicle-detection-image-set/data/non-vehicles/image2395.png,0.0,[0.19155698 0.21847913 0.24785214 ... 0.05441063 0.04701182 0.06860162]
100,/content/vehicle-detection-image-set/data/non-vehicles/extra4766.png,0.0,[0.14218999 0.17097382 0.0319039  ... 0.01666221 0.         0.        ]
101,/content/vehicle-detection-image-set/data/vehicles/569.png,1.0,[0.02396761 0.         0.         ... 0.11571379 0.11749495 0.38951838]
102,/content/vehicle-detection-image-set/data/non-vehicles/image2278.png,0.0,[0.23011368 0.04832569 0.09363126 ... 0.10112107 0.16202527 0.06616953]
103,/content/vehicle-detection-image-set/data/non-vehicles/extra5237.png,0.0,[0.15499684 0.04086418 0.07055876 ... 0.1250037  0.03211668 0.16030038]
104,/content/vehicle-detection-image-set/data/non-vehicles/extra3478.png,0.0,[0.08826186 0.09535655 0.10031154 ... 0.         0.00422683 0.00370717]
105,/content/vehicle-detection-image-set/data/non-vehicles/image3314.png,0.0,[0.26298547 0.1064163  0.1139696  ... 0.2373067  0.21307602 0.        ]
106,/content/vehicle-detection-image-set/data/vehicles/4665.png,1.0,[0.2331785  0.06479654 0.11926656 ... 0.01180573 0.02611201 0.3662659 ]
107,/content/vehicle-detection-image-set/data/non-vehicles/image670.png,0.0,[0.03265882 0.01217123 0.03079103 ... 0.         0.         0.03426768]
108,/content/vehicle-detection-image-set/data/vehicles/left (376).png,1.0,[0.26213568 0.11723122 0.00661872 ... 0.05457534 0.12066028 0.03940325]
109,/content/vehicle-detection-image-set/data/non-vehicles/extra1110.png,0.0,[0.27187033 0.11395246 0.16581193 ... 0.05432732 0.04721836 0.02473974]
110,/content/vehicle-detection-image-set/data/non-vehicles/extra2613.png,0.0,[0.01196528 0.         0.04049613 ... 0.00097126 0.         0.        ]
111,/content/vehicle-detection-image-set/data/non-vehicles/extra3724.png,0.0,[0.23661047 0.08975171 0.06602827 ... 0.         0.         0.        ]
112,/content/vehicle-detection-image-set/data/vehicles/2786.png,1.0,[0.21319649 0.16556362 0.07699391 ... 0.07042332 0.02305879 0.06195822]
113,/content/vehicle-detection-image-set/data/non-vehicles/extra2060.png,0.0,[0.11801393 0.02556183 0.0343991  ... 0.01026189 0.02088386 0.03654358]
114,/content/vehicle-detection-image-set/data/vehicles/left (208).png,1.0,[0.1879442  0.12619038 0.0973896  ... 0.05912374 0.070923   0.04843028]
115,/content/vehicle-detection-image-set/data/vehicles/1062.png,1.0,[0.26365333 0.07740561 0.27815132 ... 0.01127248 0.02788598 0.0428279 ]
116,/content/vehicle-detection-image-set/data/non-vehicles/extra3933.png,0.0,[0.22295477 0.01165149 0.14668849 ... 0.00180522 0.         0.        ]
117,/content/vehicle-detection-image-set/data/non-vehicles/image865.png,0.0,[0.3104381  0.12391061 0.17643424 ... 0.01510343 0.02126658 0.05269111]
118,/content/vehicle-detection-image-set/data/vehicles/3758.png,1.0,[0.10092486 0.         0.         ... 0.         0.00219511 0.00809515]
119,/content/vehicle-detection-image-set/data/vehicles/4716.png,1.0,[0.26929129 0.         0.05946962 ... 0.12973895 0.08991784 0.01089074]
120,/content/vehicle-detection-image-set/data/non-vehicles/image1391.png,0.0,[0.12274667 0.05313457 0.11148177 ... 0.14040511 0.10180377 0.19416149]
121,/content/vehicle-detection-image-set/data/non-vehicles/extra5383.png,0.0,[0.14618197 0.01597509 0.02285979 ... 0.03067388 0.02022065 0.        ]
122,/content/vehicle-detection-image-set/data/non-vehicles/extra5391.png,0.0,[0.02103272 0.01211372 0.03325788 ... 0.0124482  0.01569739 0.        ]
123,/content/vehicle-detection-image-set/data/vehicles/3162.png,1.0,[0.14798035 0.01485828 0.         ... 0.11953121 0.09745661 0.        ]
124,/content/vehicle-detection-image-set/data/vehicles/3701.png,1.0,[0.25968591 0.01495988 0.01191573 ... 0.03032537 0.01544125 0.01556509]
125,/content/vehicle-detection-image-set/data/vehicles/2534.png,1.0,[0.27515981 0.04936464 0.09366281 ... 0.10122019 0.04335193 0.01257714]
126,/content/vehicle-detection-image-set/data/vehicles/4806.png,1.0,[0.00517278 0.         0.         ... 0.01309783 0.01745749 0.01443321]
127,/content/vehicle-detection-image-set/data/vehicles/4104.png,1.0,[0.29066906 0.02666851 0.23021172 ... 0.00359032 0.01079262 0.0132863 ]
128,/content/vehicle-detection-image-set/data/vehicles/976.png,1.0,[0.33353032 0.0211807  0.08564173 ... 0.10072041 0.01433939 0.        ]
129,/content/vehicle-detection-image-set/data/non-vehicles/extra4389.png,0.0,[0.23750145 0.06845683 0.08528036 ... 0.01776591 0.00936346 0.        ]
130,/content/vehicle-detection-image-set/data/vehicles/far (125).png,1.0,[0.0975625  0.13778924 0.31314842 ... 0.04229643 0.0687924  0.28520056]
131,/content/vehicle-detection-image-set/data/vehicles/1209.png,1.0,[0.2173908  0.13724218 0.14992276 ... 0.27817313 0.13077894 0.02000699]
132,/content/vehicle-detection-image-set/data/non-vehicles/extra1165.png,0.0,[0.24549292 0.06168669 0.19120452 ... 0.09116277 0.03087752 0.06879988]
133,/content/vehicle-detection-image-set/data/non-vehicles/extra5049.png,0.0,[0.24402793 0.21490038 0.15743439 ... 0.0744829  0.2521728  0.04515902]
134,/content/vehicle-detection-image-set/data/vehicles/middle (109).png,1.0,[0.07042922 0.09423604 0.16686713 ... 0.03040606 0.11020528 0.13876571]
135,/content/vehicle-detection-image-set/data/non-vehicles/extra1066.png,0.0,[0.27843485 0.04873632 0.06164711 ... 0.23874091 0.23874091 0.05238623]
136,/content/vehicle-detection-image-set/data/vehicles/left (665).png,1.0,[0.21456337 0.28745411 0.16687726 ... 0.01122775 0.0190835  0.02186274]
137,/content/vehicle-detection-image-set/data/vehicles/1252.png,1.0,[0.168621   0.20301126 0.19416568 ... 0.19367699 0.21858567 0.35148114]
138,/content/vehicle-detection-image-set/data/non-vehicles/image3154.png,0.0,[0.39473577 0.         0.         ... 0.         0.         0.        ]
139,/content/vehicle-detection-image-set/data/vehicles/5938.png,1.0,[0.28661495 0.03864606 0.01406573 ... 0.05007223 0.20897608 0.08861948]
140,/content/vehicle-detection-image-set/data/vehicles/4195.png,1.0,[0.26210526 0.1267133  0.06971723 ... 0.24642928 0.10146564 0.08985045]
141,/content/vehicle-detection-image-set/data/non-vehicles/image2818.png,0.0,[0.14239721 0.         0.10876416 ... 0.11553352 0.08367338 0.12290072]
142,/content/vehicle-detection-image-set/data/non-vehicles/extra1873.png,0.0,[0.31193781 0.13240063 0.19915174 ... 0.25803923 0.1562882  0.        ]
143,/content/vehicle-detection-image-set/data/vehicles/middle (326).png,1.0,[0.02652817 0.01846572 0.03267728 ... 0.06344332 0.03661948 0.09126227]
144,/content/vehicle-detection-image-set/data/non-vehicles/extra4530.png,0.0,[0.24026633 0.19280622 0.09960051 ... 0.09898963 0.04524738 0.        ]
145,/content/vehicle-detection-image-set/data/non-vehicles/image1900.png,0.0,[0.28232998 0.04861267 0.07988876 ... 0.01363459 0.         0.02541561]
146,/content/vehicle-detection-image-set/data/vehicles/4554.png,1.0,[0.14873879 0.08118645 0.07275835 ... 0.         0.         0.        ]
147,/content/vehicle-detection-image-set/data/non-vehicles/image3565.png,0.0,[0.01927158 0.         0.         ... 0.05875547 0.         0.        ]
148,/content/vehicle-detection-image-set/data/non-vehicles/image986.png,0.0,[0.0213021  0.         0.01384463 ... 0.         0.00875168 0.00966462]
149,/content/vehicle-detection-image-set/data/vehicles/2691.png,1.0,[0.30132085 0.14275361 0.14328116 ... 0.02440308 0.05628965 0.24460892]
150,/content/vehicle-detection-image-set/data/non-vehicles/image1625.png,0.0,[0.21386748 0.0861553  0.15508079 ... 0.03295995 0.0536051  0.        ]
151,/content/vehicle-detection-image-set/data/non-vehicles/extra766.png,0.0,[0.11481915 0.02958881 0.04571934 ... 0.00838752 0.00712802 0.        ]
152,/content/vehicle-detection-image-set/data/vehicles/1400.png,1.0,[0.32072596 0.02991669 0.0433205  ... 0.27624487 0.27624487 0.1378461 ]
153,/content/vehicle-detection-image-set/data/non-vehicles/extra5427.png,0.0,[0.14211695 0.04458841 0.05516588 ... 0.14460096 0.17321802 0.28158227]
154,/content/vehicle-detection-image-set/data/non-vehicles/extra2130.png,0.0,[0.10290387 0.01673781 0.17491659 ... 0.07560423 0.         0.        ]
155,/content/vehicle-detection-image-set/data/non-vehicles/extra4143.png,0.0,[0.19529444 0.10675633 0.12265614 ... 0.02827781 0.0055179  0.        ]
156,/content/vehicle-detection-image-set/data/non-vehicles/extra2517.png,0.0,[0.23596133 0.15480206 0.05951767 ... 0.10027678 0.         0.13349033]
157,/content/vehicle-detection-image-set/data/vehicles/4359.png,1.0,[0.0897927  0.         0.00769277 ... 0.06217338 0.         0.        ]
158,/content/vehicle-detection-image-set/data/non-vehicles/extra4738.png,0.0,[0.03565721 0.03021967 0.03187453 ... 0.12071259 0.02770769 0.        ]
159,/content/vehicle-detection-image-set/data/vehicles/left (229).png,1.0,[0.08056665 0.03737848 0.0301998  ... 0.02828013 0.         0.02602987]
160,/content/vehicle-detection-image-set/data/vehicles/4904.png,1.0,[0.00977467 0.         0.11651986 ... 0.0572853  0.04254098 0.        ]
161,/content/vehicle-detection-image-set/data/vehicles/398.png,1.0,[0.27212155 0.27212155 0.27212155 ... 0.01716154 0.00795154 0.03359626]
162,/content/vehicle-detection-image-set/data/non-vehicles/extra4996.png,0.0,[0.24539746 0.06455653 0.10021725 ... 0.20341527 0.30704415 0.30704415]
163,/content/vehicle-detection-image-set/data/vehicles/3392.png,1.0,[0.28690306 0.04218935 0.1081408  ... 0.01293401 0.10353931 0.05884467]
164,/content/vehicle-detection-image-set/data/non-vehicles/image925.png,0.0,[0.05794626 0.03952502 0.0559587  ... 0.05944836 0.02731127 0.06257754]
165,/content/vehicle-detection-image-set/data/non-vehicles/extra5214.png,0.0,[0.22345859 0.16476756 0.12606473 ... 0.         0.01966666 0.00527051]
166,/content/vehicle-detection-image-set/data/non-vehicles/image954.png,0.0,[0.32692064 0.06030741 0.08491636 ... 0.09891308 0.08024626 0.        ]
167,/content/vehicle-detection-image-set/data/non-vehicles/extra5279.png,0.0,[0.11637699 0.18818617 0.13596662 ... 0.         0.07070137 0.        ]
168,/content/vehicle-detection-image-set/data/vehicles/2115.png,1.0,[0.24716922 0.04457062 0.0772817  ... 0.00238406 0.00485456 0.00235481]
169,/content/vehicle-detection-image-set/data/non-vehicles/extra5192.png,0.0,[0.27339891 0.11861477 0.06064539 ... 0.05549646 0.05741304 0.        ]
170,/content/vehicle-detection-image-set/data/non-vehicles/image3401.png,0.0,[0.25934705 0.         0.03131019 ... 0.24126773 0.19552131 0.03791022]
171,/content/vehicle-detection-image-set/data/vehicles/3698.png,1.0,[0.35079913 0.07946528 0.01382753 ... 0.17282251 0.17023836 0.12370502]
172,/content/vehicle-detection-image-set/data/vehicles/right (280).png,1.0,[0.22805894 0.07504758 0.08457341 ... 0.10541453 0.         0.08640067]
173,/content/vehicle-detection-image-set/data/non-vehicles/image3788.png,0.0,[0.17202029 0.14731581 0.07934971 ... 0.24984614 0.21809279 0.07612703]
174,/content/vehicle-detection-image-set/data/non-vehicles/extra396.png,0.0,[0.03230266 0.         0.0874522  ... 0.11120202 0.12953011 0.01820498]
175,/content/vehicle-detection-image-set/data/vehicles/5640.png,1.0,[0.14287212 0.08262784 0.03683169 ... 0.         0.03125997 0.        ]
176,/content/vehicle-detection-image-set/data/non-vehicles/extra3802.png,0.0,[0.25878962 0.0326552  0.03841262 ... 0.04473573 0.00446529 0.00723178]
177,/content/vehicle-detection-image-set/data/vehicles/2562.png,1.0,[0.25568127 0.25568127 0.25568127 ... 0.10823948 0.03079451 0.06688818]
178,/content/vehicle-detection-image-set/data/vehicles/825.png,1.0,[0.20442636 0.04468605 0.05721447 ... 0.         0.         0.        ]
179,/content/vehicle-detection-image-set/data/non-vehicles/extra3298.png,0.0,[0.08705983 0.         0.06480062 ... 0.00970327 0.         0.04008024]
180,/content/vehicle-detection-image-set/data/non-vehicles/extra3627.png,0.0,[0.03482028 0.04285788 0.07015306 ... 0.04564012 0.0070672  0.        ]
181,/content/vehicle-detection-image-set/data/vehicles/3482.png,1.0,[0.02856098 0.00583974 0.0160237  ... 0.00097034 0.         0.        ]
182,/content/vehicle-detection-image-set/data/vehicles/far (781).png,1.0,[0.1137017  0.28820942 0.28820942 ... 0.         0.11838345 0.33643987]
183,/content/vehicle-detection-image-set/data/vehicles/178.png,1.0,[0.26344502 0.23974968 0.26344502 ... 0.10559352 0.05659081 0.02604446]
184,/content/vehicle-detection-image-set/data/non-vehicles/image2173.png,0.0,[0.07380489 0.02301952 0.03395237 ... 0.198514   0.16262453 0.07991719]
185,/content/vehicle-detection-image-set/data/non-vehicles/image2757.png,0.0,[0.33323263 0.15369409 0.11402153 ... 0.0154855  0.05457474 0.11916427]
186,/content/vehicle-detection-image-set/data/non-vehicles/image3351.png,0.0,[0.10012212 0.04597113 0.         ... 0.08379806 0.0308527  0.05542564]
187,/content/vehicle-detection-image-set/data/non-vehicles/extra1222.png,0.0,[0.08292507 0.01177011 0.27963628 ... 0.11807238 0.         0.00830199]
